Unit price,Quantity,hour,day,month,weekday,Branch,City,Customer type,Gender,Product line,Payment
28.45,5,10,21,3,3,A,Yangon,Member,Female,Electronic accessories,Credit card
76.4,9,15,19,3,1,A,Yangon,Normal,Male,Fashion accessories,Ewallet
57.95,6,13,24,2,6,B,Mandalay,Normal,Female,Sports and travel,Cash
47.65,3,12,28,3,3,C,Naypyitaw,Normal,Female,Electronic accessories,Credit card
42.82,9,15,5,2,1,B,Mandalay,Member,Female,Food and beverages,Credit card
48.09,3,18,10,2,6,B,Mandalay,Member,Male,Electronic accessories,Credit card
55.97,7,19,5,3,1,B,Mandalay,Member,Female,Health and beauty,Ewallet
76.9,7,20,15,2,4,B,Mandalay,Member,Female,Health and beauty,Cash
97.03,5,16,30,1,2,C,Naypyitaw,Normal,Female,Food and beverages,Ewallet
44.65,3,15,14,2,3,A,Yangon,Normal,Male,Sports and travel,Cash
77.93,9,16,27,2,2,A,Yangon,Normal,Female,Fashion accessories,Ewallet
71.95,1,12,4,2,0,A,Yangon,Member,Male,Electronic accessories,Cash
89.25,8,10,20,1,6,C,Naypyitaw,Member,Female,Home and lifestyle,Cash
26.02,7,17,28,3,3,A,Yangon,Normal,Male,Electronic accessories,Cash
13.5,10,11,27,2,2,B,Mandalay,Normal,Female,Health and beauty,Credit card
99.3,10,14,15,2,4,C,Naypyitaw,Member,Female,Fashion accessories,Credit card
51.69,7,18,26,1,5,A,Yangon,Normal,Male,Electronic accessories,Cash
54.73,7,19,14,3,3,B,Mandalay,Member,Female,Fashion accessories,Credit card
27.0,9,14,2,3,5,B,Mandalay,Member,Male,Home and lifestyle,Cash
30.24,1,15,4,3,0,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
89.14,4,12,7,1,0,B,Mandalay,Member,Female,Food and beverages,Credit card
37.55,10,20,8,3,4,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card
95.44,10,13,9,1,2,C,Naypyitaw,Normal,Female,Sports and travel,Cash
27.5,3,15,1,3,4,B,Mandalay,Normal,Male,Electronic accessories,Ewallet
74.97,1,16,16,3,5,B,Mandalay,Normal,Male,Sports and travel,Cash
80.96,8,11,17,2,6,A,Yangon,Member,Male,Food and beverages,Credit card
94.47,8,15,27,2,2,C,Naypyitaw,Normal,Female,Food and beverages,Cash
99.79,2,20,7,3,3,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet
73.22,6,17,21,1,0,A,Yangon,Normal,Male,Home and lifestyle,Cash
41.24,4,16,19,2,1,C,Naypyitaw,Normal,Female,Food and beverages,Cash
81.68,4,12,6,1,6,C,Naypyitaw,Normal,Female,Fashion accessories,Cash
51.32,9,19,14,3,3,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
65.94,4,10,24,3,6,A,Yangon,Member,Male,Home and lifestyle,Cash
14.36,10,14,27,1,6,C,Naypyitaw,Normal,Female,Sports and travel,Cash
21.5,9,12,6,3,2,A,Yangon,Member,Male,Electronic accessories,Credit card
26.26,7,19,2,2,5,B,Mandalay,Member,Female,Electronic accessories,Cash
60.96,2,19,25,1,4,B,Mandalay,Normal,Female,Fashion accessories,Credit card
70.11,6,17,14,3,3,C,Naypyitaw,Normal,Female,Home and lifestyle,Ewallet
42.08,6,12,29,1,1,C,Naypyitaw,Normal,Male,Fashion accessories,Cash
67.09,5,16,3,1,3,A,Yangon,Normal,Female,Home and lifestyle,Credit card
96.7,5,12,14,1,0,A,Yangon,Member,Female,Fashion accessories,Ewallet
35.38,9,19,5,1,5,B,Mandalay,Member,Female,Home and lifestyle,Credit card
95.49,7,18,22,2,4,C,Naypyitaw,Normal,Male,Sports and travel,Ewallet
96.98,4,17,6,2,2,C,Naypyitaw,Member,Male,Fashion accessories,Ewallet
23.65,4,13,30,1,2,B,Mandalay,Normal,Female,Electronic accessories,Credit card
82.33,4,10,11,1,4,A,Yangon,Member,Male,Sports and travel,Credit card
26.61,2,14,19,3,1,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
99.69,5,12,14,1,0,B,Mandalay,Normal,Female,Food and beverages,Cash
74.89,4,15,1,3,4,C,Naypyitaw,Member,Female,Food and beverages,Ewallet
40.94,5,13,6,1,6,A,Yangon,Normal,Female,Food and beverages,Ewallet
75.82,1,13,31,1,3,B,Mandalay,Member,Male,Sports and travel,Cash
46.77,6,13,11,3,0,C,Naypyitaw,Normal,Male,Food and beverages,Cash
32.32,10,16,20,2,2,A,Yangon,Normal,Female,Health and beauty,Credit card
54.07,9,14,27,1,6,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet
18.22,7,14,10,3,6,B,Mandalay,Normal,Male,Food and beverages,Credit card
80.48,3,12,15,2,4,C,Naypyitaw,Member,Female,Fashion accessories,Cash
37.95,10,14,26,1,5,B,Mandalay,Normal,Female,Fashion accessories,Cash
76.82,1,18,13,2,2,A,Yangon,Member,Male,Electronic accessories,Ewallet
52.26,10,12,9,3,5,A,Yangon,Member,Female,Sports and travel,Credit card
79.74,1,10,6,3,2,A,Yangon,Normal,Female,Health and beauty,Ewallet
77.5,5,20,24,1,3,A,Yangon,Normal,Female,Health and beauty,Ewallet
54.27,5,14,13,3,2,A,Yangon,Normal,Female,Food and beverages,Ewallet
13.59,9,10,15,3,4,B,Mandalay,Normal,Male,Home and lifestyle,Cash
41.06,6,13,5,3,1,B,Mandalay,Member,Female,Health and beauty,Credit card
19.24,9,16,4,3,0,B,Mandalay,Member,Male,Electronic accessories,Cash
39.43,6,20,25,3,0,C,Naypyitaw,Normal,Female,Food and beverages,Credit card
46.22,4,20,12,3,1,C,Naypyitaw,Normal,Male,Home and lifestyle,Credit card
13.98,1,13,4,2,0,C,Naypyitaw,Member,Male,Home and lifestyle,Ewallet
39.75,5,10,22,2,4,B,Mandalay,Normal,Female,Fashion accessories,Ewallet
97.79,7,17,16,2,5,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet
67.26,4,15,19,1,5,A,Yangon,Member,Male,Sports and travel,Credit card
13.79,5,19,11,1,4,A,Yangon,Normal,Male,Food and beverages,Credit card
68.71,4,19,4,1,4,B,Mandalay,Member,Female,Fashion accessories,Cash
56.53,4,19,4,3,0,A,Yangon,Normal,Female,Home and lifestyle,Ewallet
23.82,5,19,28,1,0,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet
34.21,10,13,2,1,2,B,Mandalay,Normal,Female,Health and beauty,Cash
21.87,2,14,25,1,4,B,Mandalay,Normal,Male,Sports and travel,Ewallet
20.97,5,13,4,1,4,A,Yangon,Member,Male,Health and beauty,Cash
25.84,3,18,10,3,6,A,Yangon,Normal,Male,Sports and travel,Ewallet
50.93,8,19,22,3,4,A,Yangon,Normal,Male,Home and lifestyle,Ewallet
96.11,1,16,25,1,4,B,Mandalay,Normal,Male,Health and beauty,Ewallet
45.38,4,13,8,1,1,C,Naypyitaw,Normal,Female,Home and lifestyle,Credit card
81.51,1,10,22,1,1,C,Naypyitaw,Member,Female,Health and beauty,Ewallet
57.22,2,17,12,1,5,B,Mandalay,Normal,Female,Health and beauty,Ewallet
25.22,7,10,4,2,0,A,Yangon,Member,Female,Electronic accessories,Cash
38.6,3,13,28,3,3,C,Naypyitaw,Member,Female,Food and beverages,Ewallet
84.05,3,13,23,1,2,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
97.21,10,13,8,2,4,C,Naypyitaw,Member,Female,Fashion accessories,Credit card
25.42,8,19,19,3,1,B,Mandalay,Member,Male,Fashion accessories,Credit card
16.28,1,15,9,3,5,C,Naypyitaw,Normal,Male,Fashion accessories,Cash
40.61,9,13,2,1,2,B,Mandalay,Member,Male,Fashion accessories,Cash
53.17,7,18,21,1,0,A,Yangon,Member,Male,Health and beauty,Cash
20.87,3,13,20,3,2,B,Mandalay,Member,Female,Food and beverages,Credit card
67.27,5,17,27,2,2,B,Mandalay,Normal,Male,Sports and travel,Cash
90.65,10,10,8,3,4,A,Yangon,Member,Female,Home and lifestyle,Ewallet
69.08,2,19,31,1,3,B,Mandalay,Normal,Male,Fashion accessories,Credit card
43.27,2,16,8,3,4,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet
23.46,6,19,13,1,6,A,Yangon,Normal,Female,Electronic accessories,Ewallet
95.54,7,14,9,3,5,B,Mandalay,Normal,Male,Fashion accessories,Credit card
47.44,1,18,22,2,4,B,Mandalay,Normal,Female,Fashion accessories,Credit card
99.24,9,19,19,3,1,C,Naypyitaw,Normal,Male,Sports and travel,Ewallet
82.93,4,16,20,1,6,C,Naypyitaw,Member,Male,Sports and travel,Ewallet
33.99,6,15,8,3,4,A,Yangon,Normal,Male,Home and lifestyle,Credit card
17.04,4,20,8,3,4,C,Naypyitaw,Member,Male,Food and beverages,Ewallet
40.86,8,14,7,2,3,C,Naypyitaw,Normal,Female,Electronic accessories,Credit card
17.44,5,19,15,1,1,C,Naypyitaw,Member,Male,Food and beverages,Cash
88.43,8,19,22,3,4,B,Mandalay,Member,Female,Sports and travel,Credit card
89.21,9,15,15,1,1,A,Yangon,Member,Female,Home and lifestyle,Credit card
12.78,1,14,8,1,1,C,Naypyitaw,Normal,Male,Fashion accessories,Ewallet
19.1,7,10,15,1,1,A,Yangon,Normal,Female,Sports and travel,Cash
19.15,1,17,28,1,0,B,Mandalay,Member,Female,Health and beauty,Credit card
27.66,10,11,14,2,3,C,Naypyitaw,Member,Male,Food and beverages,Credit card
45.74,3,17,10,3,6,C,Naypyitaw,Normal,Male,Fashion accessories,Credit card
27.07,1,20,12,1,5,B,Mandalay,Member,Female,Health and beauty,Credit card
39.12,1,11,26,3,1,B,Mandalay,Member,Female,Sports and travel,Credit card
74.71,6,19,1,1,1,B,Mandalay,Normal,Female,Electronic accessories,Cash
22.01,6,18,2,1,2,B,Mandalay,Normal,Male,Electronic accessories,Cash
63.61,5,12,16,3,5,A,Yangon,Normal,Female,Food and beverages,Ewallet
25.0,1,15,3,3,6,A,Yangon,Normal,Male,Health and beauty,Ewallet
20.77,4,13,31,1,3,A,Yangon,Member,Male,Electronic accessories,Cash
29.56,5,16,13,2,2,B,Mandalay,Member,Female,Fashion accessories,Cash
77.4,9,14,15,2,4,B,Mandalay,Member,Female,Food and beverages,Credit card
79.39,10,20,7,2,3,B,Mandalay,Normal,Male,Electronic accessories,Cash
46.57,10,13,27,1,6,C,Naypyitaw,Member,Female,Electronic accessories,Cash
35.89,1,16,23,2,5,C,Naypyitaw,Normal,Male,Food and beverages,Credit card
40.52,5,15,3,2,6,C,Naypyitaw,Normal,Male,Food and beverages,Cash
73.05,10,12,3,3,6,B,Mandalay,Member,Female,Food and beverages,Credit card
73.95,4,10,3,2,6,C,Naypyitaw,Normal,Female,Sports and travel,Cash
22.62,1,18,17,3,6,C,Naypyitaw,Member,Female,Food and beverages,Cash
51.34,5,15,28,3,3,A,Yangon,Member,Male,Food and beverages,Credit card
54.55,10,11,2,3,5,C,Naypyitaw,Member,Female,Sports and travel,Credit card
37.15,7,13,8,2,4,C,Naypyitaw,Member,Female,Health and beauty,Credit card
37.02,6,18,22,3,4,B,Mandalay,Normal,Male,Sports and travel,Cash
21.58,1,10,9,2,5,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet
98.84,1,11,15,2,4,C,Naypyitaw,Member,Female,Electronic accessories,Cash
83.77,6,12,23,1,2,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet
40.05,4,11,25,1,4,A,Yangon,Member,Female,Sports and travel,Cash
43.13,10,18,2,2,5,A,Yangon,Member,Male,Fashion accessories,Credit card
72.57,8,17,30,3,5,B,Mandalay,Member,Male,Health and beauty,Cash
64.44,5,17,30,3,5,A,Yangon,Member,Female,Electronic accessories,Cash
65.18,3,20,25,2,0,A,Yangon,Normal,Male,Health and beauty,Credit card
33.26,5,16,18,3,0,A,Yangon,Normal,Female,Sports and travel,Credit card
84.07,4,16,7,3,3,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet
34.37,10,10,16,3,5,B,Mandalay,Normal,Male,Sports and travel,Ewallet
38.6,1,11,29,1,1,A,Yangon,Normal,Male,Electronic accessories,Ewallet
65.97,8,20,2,2,5,C,Naypyitaw,Normal,Male,Food and beverages,Cash
32.8,10,12,15,2,4,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
37.14,5,13,8,1,1,A,Yangon,Normal,Male,Sports and travel,Ewallet
60.38,10,16,12,2,1,B,Mandalay,Member,Male,Home and lifestyle,Cash
36.98,10,19,1,1,1,C,Naypyitaw,Member,Female,Sports and travel,Credit card
49.49,4,15,21,3,3,B,Mandalay,Member,Female,Sports and travel,Ewallet
41.09,10,14,28,2,3,B,Mandalay,Normal,Female,Fashion accessories,Cash
37.15,4,18,23,3,5,A,Yangon,Normal,Male,Fashion accessories,Ewallet
22.96,1,20,30,1,2,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash
77.68,9,13,4,2,0,B,Mandalay,Member,Female,Home and lifestyle,Ewallet
34.7,2,19,13,3,2,B,Mandalay,Normal,Female,Fashion accessories,Ewallet
19.66,10,18,15,3,4,A,Yangon,Member,Female,Fashion accessories,Credit card
25.32,8,20,5,3,1,B,Mandalay,Member,Female,Health and beauty,Ewallet
12.12,10,13,5,3,1,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card
99.89,2,11,26,2,1,B,Mandalay,Normal,Male,Fashion accessories,Ewallet
75.92,8,14,20,3,2,B,Mandalay,Normal,Male,Sports and travel,Cash
63.22,2,15,1,1,1,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
90.24,6,11,27,1,6,C,Naypyitaw,Normal,Female,Food and beverages,Cash
98.13,1,17,21,1,0,B,Mandalay,Member,Female,Sports and travel,Cash
51.52,8,15,2,2,5,A,Yangon,Member,Female,Sports and travel,Cash
73.97,1,15,3,2,6,B,Mandalay,Member,Male,Sports and travel,Credit card
31.9,1,12,5,1,5,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet
69.4,2,19,27,1,6,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet
93.31,2,17,25,3,0,B,Mandalay,Normal,Female,Sports and travel,Cash
88.45,1,16,25,2,0,B,Mandalay,Normal,Male,Sports and travel,Credit card
24.18,8,20,28,1,0,A,Yangon,Member,Male,Electronic accessories,Ewallet
48.5,3,12,8,1,1,B,Mandalay,Member,Female,Sports and travel,Cash
84.05,6,10,29,1,1,B,Mandalay,Normal,Female,Food and beverages,Credit card
61.29,5,14,29,3,4,B,Mandalay,Member,Male,Health and beauty,Cash
15.95,6,17,9,2,5,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card
90.74,7,18,16,1,2,B,Mandalay,Member,Female,Sports and travel,Credit card
42.91,5,17,5,1,5,A,Yangon,Normal,Female,Home and lifestyle,Ewallet
54.28,7,18,27,1,6,A,Yangon,Normal,Female,Fashion accessories,Ewallet
99.55,7,12,14,3,3,A,Yangon,Normal,Male,Electronic accessories,Cash
58.39,7,19,23,2,5,C,Naypyitaw,Member,Male,Sports and travel,Credit card
51.47,1,15,18,3,0,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet
54.86,5,16,29,3,4,B,Mandalay,Member,Male,Health and beauty,Ewallet
39.39,5,20,22,1,1,C,Naypyitaw,Member,Male,Home and lifestyle,Credit card
34.73,2,18,1,3,4,A,Yangon,Normal,Male,Home and lifestyle,Ewallet
71.92,5,15,17,1,3,C,Naypyitaw,Member,Male,Sports and travel,Credit card
45.71,3,10,26,3,1,B,Mandalay,Normal,Female,Electronic accessories,Credit card
83.17,6,11,20,3,2,C,Naypyitaw,Member,Female,Home and lifestyle,Cash
37.44,6,13,6,2,2,A,Yangon,Member,Female,Home and lifestyle,Credit card
62.87,2,11,1,1,1,C,Naypyitaw,Normal,Male,Health and beauty,Cash
81.71,6,14,27,1,6,A,Yangon,Normal,Male,Food and beverages,Credit card
91.41,5,16,25,2,0,A,Yangon,Member,Female,Sports and travel,Ewallet
39.21,4,20,16,1,2,B,Mandalay,Normal,Male,Fashion accessories,Credit card
59.86,2,14,13,1,6,B,Mandalay,Member,Male,Fashion accessories,Ewallet
54.36,10,11,7,2,3,B,Mandalay,Member,Female,Food and beverages,Credit card
98.09,9,19,17,2,6,A,Yangon,Normal,Male,Sports and travel,Cash
25.43,6,19,12,2,1,A,Yangon,Normal,Male,Health and beauty,Ewallet
86.68,8,18,24,1,3,A,Yangon,Member,Male,Fashion accessories,Credit card
22.95,10,19,6,2,2,B,Mandalay,Normal,Male,Electronic accessories,Ewallet
16.31,9,10,26,3,1,C,Naypyitaw,Normal,Female,Food and beverages,Ewallet
28.32,5,13,11,3,0,A,Yangon,Normal,Female,Home and lifestyle,Ewallet
16.67,7,11,7,2,3,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet
73.96,1,11,5,1,5,B,Mandalay,Member,Female,Fashion accessories,Credit card
97.94,1,11,7,3,3,A,Yangon,Normal,Male,Home and lifestyle,Ewallet
73.05,4,17,25,2,0,A,Yangon,Normal,Female,Fashion accessories,Credit card
87.48,6,18,1,2,4,C,Naypyitaw,Member,Female,Food and beverages,Ewallet
30.68,3,11,22,1,1,A,Yangon,Normal,Male,Home and lifestyle,Ewallet
75.88,1,10,3,1,3,C,Naypyitaw,Member,Male,Health and beauty,Credit card
20.18,4,12,13,2,2,B,Mandalay,Member,Female,Sports and travel,Credit card
18.77,6,16,28,1,0,C,Naypyitaw,Member,Male,Electronic accessories,Credit card
71.2,1,20,5,1,5,B,Mandalay,Normal,Female,Food and beverages,Credit card
38.81,4,13,19,3,1,B,Mandalay,Member,Male,Home and lifestyle,Ewallet
29.42,10,16,12,1,5,A,Yangon,Normal,Female,Fashion accessories,Ewallet
60.95,9,12,7,1,0,A,Yangon,Normal,Male,Sports and travel,Credit card
51.54,5,17,26,1,5,B,Mandalay,Normal,Female,Sports and travel,Cash
66.06,6,10,23,1,2,A,Yangon,Normal,Female,Electronic accessories,Cash
57.27,3,20,9,2,5,B,Mandalay,Normal,Male,Fashion accessories,Ewallet
54.31,9,10,22,2,4,B,Mandalay,Normal,Female,Fashion accessories,Cash
58.24,9,12,5,2,1,B,Mandalay,Normal,Female,Health and beauty,Cash
22.21,6,10,7,3,3,C,Naypyitaw,Normal,Male,Electronic accessories,Credit card
19.32,7,18,25,3,0,A,Yangon,Member,Male,Electronic accessories,Cash
37.48,3,13,20,1,6,B,Mandalay,Normal,Male,Home and lifestyle,Credit card
72.04,2,19,4,2,0,B,Mandalay,Member,Female,Fashion accessories,Cash
98.52,10,20,30,1,2,C,Naypyitaw,Member,Female,Food and beverages,Ewallet
41.66,6,15,2,1,2,A,Yangon,Member,Male,Food and beverages,Ewallet
72.42,3,16,29,3,4,A,Yangon,Member,Female,Home and lifestyle,Ewallet
21.58,9,12,14,3,3,B,Mandalay,Normal,Male,Electronic accessories,Cash
89.2,10,15,11,2,0,C,Naypyitaw,Normal,Male,Food and beverages,Credit card
42.42,8,13,30,1,2,B,Mandalay,Normal,Female,Electronic accessories,Ewallet
74.51,6,15,20,3,2,A,Yangon,Member,Male,Electronic accessories,Ewallet
99.25,2,13,20,3,2,B,Mandalay,Normal,Male,Fashion accessories,Cash
81.21,10,13,17,1,3,A,Yangon,Normal,Female,Food and beverages,Credit card
49.33,10,16,3,2,6,C,Naypyitaw,Normal,Female,Sports and travel,Credit card
65.74,9,13,1,1,1,A,Yangon,Normal,Female,Fashion accessories,Cash
79.86,7,10,10,1,3,B,Mandalay,Normal,Female,Fashion accessories,Credit card
73.98,7,16,2,3,5,C,Naypyitaw,Normal,Female,Sports and travel,Ewallet
82.04,5,17,25,2,0,B,Mandalay,Member,Female,Home and lifestyle,Credit card
26.67,10,11,29,1,1,B,Mandalay,Member,Male,Sports and travel,Cash
10.13,7,19,10,3,6,A,Yangon,Member,Male,Food and beverages,Ewallet
72.39,2,19,13,1,6,B,Mandalay,Normal,Male,Food and beverages,Credit card
85.91,5,14,22,3,4,A,Yangon,Normal,Male,Sports and travel,Credit card
81.31,7,19,1,3,4,B,Mandalay,Member,Male,Fashion accessories,Ewallet
60.3,4,18,20,2,2,B,Mandalay,Normal,Male,Food and beverages,Cash
31.77,4,14,14,1,0,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet
64.27,4,13,26,3,1,A,Yangon,Normal,Female,Health and beauty,Cash
69.51,2,12,1,3,4,B,Mandalay,Normal,Male,Health and beauty,Ewallet
27.22,3,12,7,1,0,C,Naypyitaw,Normal,Male,Food and beverages,Cash
77.68,4,19,1,2,4,A,Yangon,Member,Female,Health and beauty,Cash
92.98,2,15,13,2,2,C,Naypyitaw,Member,Female,Fashion accessories,Credit card
18.08,4,18,14,1,0,B,Mandalay,Member,Female,Fashion accessories,Credit card
63.06,3,15,19,1,5,B,Mandalay,Normal,Male,Sports and travel,Ewallet
51.71,4,13,9,3,5,A,Yangon,Normal,Male,Health and beauty,Credit card
52.34,3,14,27,3,2,A,Yangon,Normal,Female,Food and beverages,Cash
43.06,5,16,4,2,0,A,Yangon,Normal,Female,Sports and travel,Ewallet
59.61,10,11,14,3,3,C,Naypyitaw,Normal,Male,Fashion accessories,Cash
14.62,5,12,4,3,0,A,Yangon,Normal,Male,Health and beauty,Cash
46.53,6,10,3,3,6,C,Naypyitaw,Member,Male,Health and beauty,Credit card
24.24,7,17,27,1,6,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet
45.58,1,14,7,2,3,A,Yangon,Member,Female,Sports and travel,Cash
75.2,3,11,5,2,1,A,Yangon,Member,Female,Sports and travel,Ewallet
96.8,3,13,15,3,4,B,Mandalay,Member,Male,Sports and travel,Cash
14.82,3,11,1,3,4,B,Mandalay,Normal,Male,Health and beauty,Credit card
52.2,3,13,15,2,4,A,Yangon,Normal,Male,Food and beverages,Credit card
46.66,9,19,17,2,6,C,Naypyitaw,Normal,Female,Sports and travel,Ewallet
36.85,5,18,26,1,5,C,Naypyitaw,Normal,Female,Fashion accessories,Cash
70.32,2,14,24,3,6,A,Yangon,Member,Female,Home and lifestyle,Ewallet
83.08,1,17,23,1,2,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet
64.99,1,10,26,1,5,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card
77.56,10,20,14,3,3,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet
54.51,6,13,17,3,6,B,Mandalay,Normal,Female,Sports and travel,Ewallet
51.89,7,20,8,1,1,C,Naypyitaw,Member,Female,Fashion accessories,Cash
31.75,4,15,8,2,4,B,Mandalay,Normal,Male,Home and lifestyle,Cash
53.65,7,12,10,2,6,A,Yangon,Member,Female,Fashion accessories,Ewallet
49.79,4,19,28,3,3,C,Naypyitaw,Member,Female,Food and beverages,Credit card
30.61,1,12,23,1,2,A,Yangon,Normal,Male,Fashion accessories,Ewallet
57.89,2,10,17,1,3,B,Mandalay,Member,Male,Food and beverages,Ewallet
28.96,1,10,7,2,3,A,Yangon,Normal,Female,Electronic accessories,Credit card
98.97,9,11,9,3,5,C,Naypyitaw,Member,Female,Food and beverages,Cash
93.22,3,11,24,1,3,B,Mandalay,Member,Male,Fashion accessories,Cash
80.93,1,16,19,1,5,C,Naypyitaw,Member,Male,Sports and travel,Credit card
67.45,10,11,3,2,6,A,Yangon,Member,Male,Food and beverages,Ewallet
38.72,9,12,20,3,2,A,Yangon,Member,Female,Sports and travel,Ewallet
72.6,6,19,13,1,6,B,Mandalay,Member,Male,Sports and travel,Cash
87.91,5,18,14,3,3,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet
98.53,6,11,23,1,2,A,Yangon,Member,Male,Food and beverages,Credit card
43.46,6,17,7,2,3,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet
71.68,3,15,28,3,3,A,Yangon,Normal,Female,Food and beverages,Credit card
91.61,1,19,20,3,2,A,Yangon,Member,Female,Food and beverages,Cash
94.59,7,15,17,1,3,B,Mandalay,Member,Female,Home and lifestyle,Credit card
83.25,10,11,12,1,5,B,Mandalay,Normal,Female,Fashion accessories,Credit card
91.35,1,15,16,2,5,B,Mandalay,Member,Male,Fashion accessories,Cash
78.88,2,16,26,1,5,B,Mandalay,Member,Female,Food and beverages,Cash
60.87,2,12,9,3,5,A,Yangon,Normal,Male,Sports and travel,Ewallet
82.58,10,14,14,3,3,B,Mandalay,Member,Male,Health and beauty,Cash
53.3,3,14,25,1,4,A,Yangon,Member,Male,Home and lifestyle,Ewallet
12.09,1,18,26,1,5,A,Yangon,Normal,Female,Fashion accessories,Credit card
64.19,10,14,19,1,5,A,Yangon,Normal,Male,Sports and travel,Credit card
78.31,3,16,5,3,1,A,Yangon,Normal,Male,Electronic accessories,Ewallet
83.77,2,10,15,1,1,A,Yangon,Member,Male,Food and beverages,Credit card
99.7,3,11,18,3,0,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet
79.91,3,19,20,3,2,B,Mandalay,Member,Male,Food and beverages,Credit card
66.47,10,15,15,1,1,B,Mandalay,Member,Male,Health and beauty,Credit card
28.95,7,20,3,3,6,A,Yangon,Normal,Male,Health and beauty,Credit card
46.2,1,12,19,3,1,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
17.63,5,15,8,3,4,B,Mandalay,Member,Female,Food and beverages,Cash
52.42,3,17,27,2,2,B,Mandalay,Normal,Male,Fashion accessories,Ewallet
98.79,3,20,23,2,5,B,Mandalay,Member,Female,Food and beverages,Ewallet
88.55,8,15,19,3,1,C,Naypyitaw,Member,Female,Electronic accessories,Ewallet
55.67,2,15,27,3,2,B,Mandalay,Member,Male,Electronic accessories,Ewallet
72.52,8,19,30,3,5,C,Naypyitaw,Member,Female,Food and beverages,Credit card
12.05,5,15,16,2,5,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet
19.36,9,18,18,1,4,A,Yangon,Member,Male,Home and lifestyle,Ewallet
70.21,6,14,30,3,5,C,Naypyitaw,Normal,Male,Health and beauty,Cash
33.63,1,19,20,3,2,B,Mandalay,Member,Male,Fashion accessories,Cash
15.49,2,15,16,1,2,C,Naypyitaw,Member,Female,Sports and travel,Cash
24.74,10,16,24,2,6,C,Naypyitaw,Normal,Male,Electronic accessories,Cash
75.66,5,18,15,1,1,B,Mandalay,Normal,Male,Electronic accessories,Ewallet
55.81,6,11,22,1,1,B,Mandalay,Normal,Female,Health and beauty,Cash
72.78,10,17,3,2,6,A,Yangon,Member,Male,Home and lifestyle,Cash
37.32,9,15,6,3,2,B,Mandalay,Member,Male,Sports and travel,Ewallet
60.18,4,18,16,2,5,B,Mandalay,Member,Male,Fashion accessories,Credit card
15.69,3,14,14,3,3,A,Yangon,Normal,Female,Electronic accessories,Credit card
99.69,1,10,27,2,2,C,Naypyitaw,Normal,Female,Electronic accessories,Credit card
88.15,3,10,18,1,4,A,Yangon,Member,Female,Fashion accessories,Ewallet
27.93,5,15,29,1,1,A,Yangon,Member,Female,Sports and travel,Cash
55.45,1,17,26,2,1,A,Yangon,Member,Male,Fashion accessories,Credit card
42.97,3,11,3,2,6,B,Mandalay,Normal,Female,Sports and travel,Cash
17.14,7,12,16,1,2,C,Naypyitaw,Member,Male,Sports and travel,Credit card
58.75,6,18,24,3,6,B,Mandalay,Member,Female,Fashion accessories,Credit card
87.1,10,14,12,2,1,C,Naypyitaw,Member,Female,Food and beverages,Credit card
98.8,2,11,21,2,3,C,Naypyitaw,Normal,Female,Sports and travel,Cash
48.63,4,15,4,2,0,A,Yangon,Normal,Female,Fashion accessories,Ewallet
57.74,3,13,20,2,2,B,Mandalay,Member,Male,Food and beverages,Ewallet
17.97,4,20,23,2,5,B,Mandalay,Normal,Female,Health and beauty,Ewallet
47.71,6,14,16,2,5,C,Naypyitaw,Member,Female,Health and beauty,Ewallet
40.62,2,10,17,1,3,B,Mandalay,Normal,Female,Sports and travel,Credit card
56.04,10,19,14,1,0,A,Yangon,Member,Male,Fashion accessories,Ewallet
